"","X","Y","color"
"1","1.65767756702306","1.15644561799983","1"
"2","0.499281286709827","0.559084938342218","1"
"3","0.803186970753064","1.78521097435827","1"
"4","1.2723065229774","0.911656336183023","1"
"5","0.0837994731909859","0.156266883561038","1"
"6","0.469360223711444","2.43575872569563","1"
"7","0.493876089882745","1.12795891361189","1"
"8","1.17569151637725","0.309927008841692","1"
"9","0.751109782639748","1.02460141231347","1"
"10","1.13811970939639","1.32966388243813","1"
"11","0.812024969048849","2.25524273328949","1"
"12","1.28940672780635","1.05481597312267","1"
"13","1.68484273205412","0.865866677939626","1"
"14","1.63494704694929","0.763608493532314","1"
"15","0.585147438988525","1.42530038279006","1"
"16","1.24340188264929","0.189698337784064","1"
"17","0.618665374249675","0.814196313624037","1"
"18","0.899017705590832","1.29292762346332","1"
"19","1.01846485160086","0.681929807898455","1"
"20","1.64811574795896","1.11742659470346","1"
"21","0.998823620972316","1.39241702663334","1"
"22","1.27503170325443","1.24189674740359","1"
"23","1.71482032771433","1.67798998659951","1"
"24","1.37930606600519","1.06639953360554","1"
"25","1.21433984839173","0.68040319399725","1"
"26","1.35199208906169","1.75994174228296","1"
"27","1.1093613950774","2.14589423569334","1"
"28","1.13892284229229","0.18182667058861","1"
"29","0.990867568489459","0.692183867842372","1"
"30","1.72168116891962","1.42366339840278","1"
"31","1.31121057674944","0.214417994452266","1"
"32","0.354134437312478","0.79985031600417","1"
"33","1.05042840690977","0.651971498266956","1"
"34","1.65881906651426","-0.311682995183455","1"
"35","1.13824500465819","1.62519311360247","1"
"36","0.890856976937098","0.234750298356393","1"
"37","0.462097957389787","-1.18650011248372","1"
"38","0.840782447523997","0.232836038333848","1"
"39","0.61475561811331","1.73338761303753","1"
"40","0.337820846730734","1.18552661046732","1"
"41","1.94574006822674","0.877573452563264","1"
"42","0.267600256905059","-0.00590159339996665","1"
"43","1.15348422870719","0.787110833843193","1"
"44","1.3132726351766","0.474353192001093","1"
"45","0.616911203354925","0.956006777377156","1"
"46","1.54083774098875","1.99195987441283","1"
"47","1.22113190364123","1.48532152523952","1"
"48","0.247727118337801","0.420987845631266","1"
"49","0.275639298172507","0.00427321123857205","1"
"50","1.02257569776307","-0.480561999096271","1"
